"Step","wobbly-voice-77 - Batch Training Loss","wobbly-voice-77 - Batch Training Loss__MIN","wobbly-voice-77 - Batch Training Loss__MAX"
"72","0.36985215330541227","0.36985215330541227","0.36985215330541227"
"73","0.3718430828955082","0.3718430828955082","0.3718430828955082"
"74","0.3712547804120521","0.3712547804120521","0.3712547804120521"
"75","0.3713889743429039","0.3713889743429039","0.3713889743429039"
"76","0.370670624556644","0.370670624556644","0.370670624556644"
"77","0.3681151907850819","0.3681151907850819","0.3681151907850819"
"78","0.36137981459221086","0.36137981459221086","0.36137981459221086"
"79","0.3633297860584719","0.3633297860584719","0.3633297860584719"
"80","0.36384626012576887","0.36384626012576887","0.36384626012576887"
"81","0.36597303635783796","0.36597303635783796","0.36597303635783796"
"82","0.3610581705114065","0.3610581705114065","0.3610581705114065"
"83","0.36784071372926436","0.36784071372926436","0.36784071372926436"
"84","0.36498827798309","0.36498827798309","0.36498827798309"
"85","0.3641359948768297","0.3641359948768297","0.3641359948768297"
"86","0.3648868788853405","0.3648868788853405","0.3648868788853405"
"87","0.36515136387470504","0.36515136387470504","0.36515136387470504"
"88","0.3699445469246372","0.3699445469246372","0.3699445469246372"
"89","0.3645868680376057","0.3645868680376057","0.3645868680376057"
"90","0.3649408625354904","0.3649408625354904","0.3649408625354904"
"91","0.36051022733989607","0.36051022733989607","0.36051022733989607"
"92","0.36228249443675903","0.36228249443675903","0.36228249443675903"
"93","0.36378077740902875","0.36378077740902875","0.36378077740902875"
"94","0.364996437276811","0.364996437276811","0.364996437276811"
"95","0.3634670295945628","0.3634670295945628","0.3634670295945628"
"96","0.3671087740801216","0.3671087740801216","0.3671087740801216"
"97","0.3689444424837176","0.3689444424837176","0.3689444424837176"
"98","0.3634189219451318","0.3634189219451318","0.3634189219451318"
"99","0.3670884464929644","0.3670884464929644","0.3670884464929644"
"100","0.362965576001197","0.362965576001197","0.362965576001197"
"101","0.3663505019177389","0.3663505019177389","0.3663505019177389"
"102","0.3612543136165253","0.3612543136165253","0.3612543136165253"
"103","0.36047656521722393","0.36047656521722393","0.36047656521722393"
"104","0.3670485712564866","0.3670485712564866","0.3670485712564866"
"105","0.36502679367422347","0.36502679367422347","0.36502679367422347"
"106","0.36966529850714863","0.36966529850714863","0.36966529850714863"
"107","0.36143217775338127","0.36143217775338127","0.36143217775338127"
"108","0.3636215185749296","0.3636215185749296","0.3636215185749296"
"109","0.36726007725449145","0.36726007725449145","0.36726007725449145"
"110","0.3662628721059505","0.3662628721059505","0.3662628721059505"
"111","0.3627513998050908","0.3627513998050908","0.3627513998050908"
"112","0.3633213123152054","0.3633213123152054","0.3633213123152054"
"113","0.36586626496576574","0.36586626496576574","0.36586626496576574"
"114","0.3641602326319721","0.3641602326319721","0.3641602326319721"
"115","0.3637523817584145","0.3637523817584145","0.3637523817584145"
"116","0.3633614161569179","0.3633614161569179","0.3633614161569179"
"117","0.36196170094299357","0.36196170094299357","0.36196170094299357"
"118","0.36233655515247626","0.36233655515247626","0.36233655515247626"
"119","0.3620514902431264","0.3620514902431264","0.3620514902431264"
"120","0.3632677138684417","0.3632677138684417","0.3632677138684417"
"121","0.3616750994739439","0.3616750994739439","0.3616750994739439"
"122","0.36363841347004056","0.36363841347004056","0.36363841347004056"
"123","0.3627078663705869","0.3627078663705869","0.3627078663705869"
"124","0.36699073312054575","0.36699073312054575","0.36699073312054575"
"125","0.3665831943467921","0.3665831943467921","0.3665831943467921"
"126","0.36157464204270545","0.36157464204270545","0.36157464204270545"
"127","0.36256618156452003","0.36256618156452003","0.36256618156452003"
"128","0.36428223867263965","0.36428223867263965","0.36428223867263965"
"129","0.3618202324022734","0.3618202324022734","0.3618202324022734"
"130","0.36369886336649165","0.36369886336649165","0.36369886336649165"
"131","0.3635109663611309","0.3635109663611309","0.3635109663611309"
"132","0.3649078996955348","0.3649078996955348","0.3649078996955348"
"133","0.3621632975978004","0.3621632975978004","0.3621632975978004"
"134","0.36479010730109424","0.36479010730109424","0.36479010730109424"
"135","0.36463178747682184","0.36463178747682184","0.36463178747682184"
"136","0.363077615459874","0.363077615459874","0.363077615459874"
"137","0.36564836762631875","0.36564836762631875","0.36564836762631875"
"138","0.3673069831489064","0.3673069831489064","0.3673069831489064"
"139","0.3650569150480698","0.3650569150480698","0.3650569150480698"
"140","0.36557332636928574","0.36557332636928574","0.36557332636928574"
"141","0.36085312785760165","0.36085312785760165","0.36085312785760165"
"142","0.3618734574460079","0.3618734574460079","0.3618734574460079"
"143","0.36876758079627897","0.36876758079627897","0.36876758079627897"
"144","0.36204726596698783","0.36204726596698783","0.36204726596698783"
"145","0.364458447637118","0.364458447637118","0.364458447637118"
"146","0.3638129831008872","0.3638129831008872","0.3638129831008872"
"147","0.36442290261587895","0.36442290261587895","0.36442290261587895"
"148","0.36394625237155004","0.36394625237155004","0.36394625237155004"
"149","0.3624063497125746","0.3624063497125746","0.3624063497125746"
"150","0.36073856425385015","0.36073856425385015","0.36073856425385015"
"151","0.36134909827483536","0.36134909827483536","0.36134909827483536"
"152","0.362165216639964","0.362165216639964","0.362165216639964"
"153","0.3655955993759903","0.3655955993759903","0.3655955993759903"
"154","0.366629016075829","0.366629016075829","0.366629016075829"
"155","0.36358294303162625","0.36358294303162625","0.36358294303162625"
"156","0.36225652989977036","0.36225652989977036","0.36225652989977036"
"157","0.36889782403592036","0.36889782403592036","0.36889782403592036"
"158","0.36247009130748137","0.36247009130748137","0.36247009130748137"
"159","0.37033077700177586","0.37033077700177586","0.37033077700177586"
"160","0.3658506677525382","0.3658506677525382","0.3658506677525382"
"161","0.3656275059414058","0.3656275059414058","0.3656275059414058"
"162","0.3647352729544255","0.3647352729544255","0.3647352729544255"
"163","0.3626396834238917","0.3626396834238917","0.3626396834238917"
"164","0.36684785811885473","0.36684785811885473","0.36684785811885473"
"165","0.3606292575107131","0.3606292575107131","0.3606292575107131"
"166","0.3617333892555386","0.3617333892555386","0.3617333892555386"
"167","0.3623583503512973","0.3623583503512973","0.3623583503512973"
"168","0.3640035031908438","0.3640035031908438","0.3640035031908438"
"169","0.364663665262678","0.364663665262678","0.364663665262678"
"170","0.36407041310015975","0.36407041310015975","0.36407041310015975"
"171","0.3632786123668656","0.3632786123668656","0.3632786123668656"
"172","0.3655077570902623","0.3655077570902623","0.3655077570902623"
"173","0.3692620104630158","0.3692620104630158","0.3692620104630158"
"174","0.36496945907476536","0.36496945907476536","0.36496945907476536"
"175","0.3650822900751707","0.3650822900751707","0.3650822900751707"
"176","0.37253614346527075","0.37253614346527075","0.37253614346527075"
"177","0.3647615702177746","0.3647615702177746","0.3647615702177746"
"178","0.36059025470965245","0.36059025470965245","0.36059025470965245"
"179","0.3633267036754857","0.3633267036754857","0.3633267036754857"
"180","0.3670937901345945","0.3670937901345945","0.3670937901345945"
"181","0.3608767144592253","0.3608767144592253","0.3608767144592253"
"182","0.3633538974926729","0.3633538974926729","0.3633538974926729"
"183","0.3687755557899676","0.3687755557899676","0.3687755557899676"
"184","0.36188355894387153","0.36188355894387153","0.36188355894387153"
"185","0.36653240504781187","0.36653240504781187","0.36653240504781187"
"186","0.3608207013406331","0.3608207013406331","0.3608207013406331"
"187","0.36887125765502216","0.36887125765502216","0.36887125765502216"
"188","0.3653752412010254","0.3653752412010254","0.3653752412010254"
"189","0.3608472618178154","0.3608472618178154","0.3608472618178154"
"190","0.3641692250173973","0.3641692250173973","0.3641692250173973"
"191","0.3646329706726555","0.3646329706726555","0.3646329706726555"
"192","0.3620362331867622","0.3620362331867622","0.3620362331867622"
"193","0.37054928075344845","0.37054928075344845","0.37054928075344845"
"194","0.367369489807561","0.367369489807561","0.367369489807561"
"195","0.3612107247507704","0.3612107247507704","0.3612107247507704"
"196","0.3625025495940206","0.3625025495940206","0.3625025495940206"
"197","0.3651691261957908","0.3651691261957908","0.3651691261957908"
"198","0.36499757909612196","0.36499757909612196","0.36499757909612196"
"199","0.36192341985796334","0.36192341985796334","0.36192341985796334"
"200","0.36836568633262784","0.36836568633262784","0.36836568633262784"
